arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,MB,foreign
native:cta,cdouble,48,512,512,C,native:cta,0.46517,0.46449,0.0055,442.7,0.466,0.00e+00,48,192,0
vendor,cdouble,64,128,128,C,vendor:auto,0.01794,0.01803,0.0138,957.2,1.008,0.00e+00,64,16,0
native:cta,cdouble,64,128,128,C,native:cta,0.03015,0.03018,0.0036,569.4,0.599,0.00e+00,64,16,0
vendor,cdouble,64,128,256,C,vendor:auto,0.02458,0.02456,0.0074,1397.1,1.471,0.00e+00,64,32,0
native:cta,cdouble,64,128,256,C,native:cta,0.05420,0.05414,0.0022,633.6,0.667,0.00e+00,64,32,0
vendor,cdouble,64,128,512,C,vendor:auto,0.03763,0.03768,0.0050,1825.2,1.921,0.00e+00,64,64,0
native:cta,cdouble,64,128,512,C,native:cta,0.10249,0.10266,0.0049,670.1,0.705,0.00e+00,64,64,0
vendor,cdouble,64,256,128,C,vendor:auto,0.02468,0.02461,0.0075,1386.4,1.459,0.00e+00,64,32,0
native:cta,cdouble,64,256,128,C,native:cta,0.05425,0.05428,0.0013,630.6,0.664,0.00e+00,64,32,0
vendor,cdouble,64,256,256,C,vendor:auto,0.03751,0.03781,0.0223,1824.2,1.920,0.00e+00,64,64,0
native:cta,cdouble,64,256,256,C,native:cta,0.10395,0.10420,0.0056,658.2,0.693,0.00e+00,64,64,0
vendor,cdouble,64,256,512,C,vendor:auto,0.37395,0.37445,0.0036,365.9,0.385,0.00e+00,64,128,0
native:cta,cdouble,64,256,512,C,native:cta,0.20203,0.20208,0.0019,677.3,0.713,0.00e+00,64,128,0
vendor,cdouble,64,512,128,C,vendor:auto,0.03758,0.03768,0.0061,1817.2,1.913,0.00e+00,64,64,0
native:cta,cdouble,64,512,128,C,native:cta,0.10391,0.10387,0.0016,657.2,0.692,0.00e+00,64,64,0
vendor,cdouble,64,512,256,C,vendor:auto,0.36952,0.36927,0.0029,369.6,0.389,0.00e+00,64,128,0
native:cta,cdouble,64,512,256,C,native:cta,0.20149,0.20153,0.0011,677.8,0.713,0.00e+00,64,128,0
vendor,cdouble,64,512,512,C,vendor:auto,0.75165,0.75161,0.0022,363.4,0.383,0.00e+00,64,256,0
native:cta,cdouble,64,512,512,C,native:cta,0.39260,0.39263,0.0006,695.8,0.732,0.00e+00,64,256,0
vendor,cdouble,80,128,128,C,vendor:auto,0.01750,0.01752,0.0083,1223.1,1.287,0.00e+00,80,20,0
native:cta,cdouble,80,128,128,C,native:cta,0.03567,0.03565,0.0014,600.0,0.632,0.00e+00,80,20,0
vendor,cdouble,80,128,256,C,vendor:auto,0.02905,0.02922,0.0195,1473.2,1.551,0.00e+00,80,40,0
native:cta,cdouble,80,128,256,C,native:cta,0.06249,0.06252,0.0021,684.9,0.721,0.00e+00,80,40,0
vendor,cdouble,80,128,512,C,vendor:auto,0.22783,0.22792,0.0066,375.7,0.395,0.00e+00,80,80,0
native:cta,cdouble,80,128,512,C,native:cta,0.12367,0.12368,0.0007,692.1,0.729,0.00e+00,80,80,0
vendor,cdouble,80,256,128,C,vendor:auto,0.02869,0.02881,0.0130,1486.0,1.564,0.00e+00,80,40,0
native:cta,cdouble,80,256,128,C,native:cta,0.06247,0.06250,0.0020,682.4,0.718,0.00e+00,80,40,0
vendor,cdouble,80,256,256,C,vendor:auto,0.21632,0.21640,0.0085,394.1,0.415,0.00e+00,80,80,0
native:cta,cdouble,80,256,256,C,native:cta,0.12349,0.12352,0.0009,690.4,0.727,0.00e+00,80,80,0
vendor,cdouble,80,256,512,C,vendor:auto,0.48092,0.48081,0.0080,354.6,0.373,0.00e+00,80,160,0
native:cta,cdouble,80,256,512,C,native:cta,0.23644,0.23637,0.0009,721.2,0.759,0.00e+00,80,160,0
vendor,cdouble,80,512,128,C,vendor:auto,0.21369,0.21345,0.0069,398.2,0.419,0.00e+00,80,80,0
native:cta,cdouble,80,512,128,C,native:cta,0.12335,0.12349,0.0043,689.9,0.726,0.00e+00,80,80,0
vendor,cdouble,80,512,256,C,vendor:auto,0.48058,0.47979,0.0080,354.1,0.373,0.00e+00,80,160,0
native:cta,cdouble,80,512,256,C,native:cta,0.23648,0.23640,0.0009,719.7,0.758,0.00e+00,80,160,0
vendor,cdouble,80,512,512,C,vendor:auto,0.96681,0.95908,0.0160,352.1,0.371,0.00e+00,80,320,0
native:cta,cdouble,80,512,512,C,native:cta,0.46215,0.46225,0.0011,736.5,0.775,0.00e+00,80,320,0
vendor,cdouble,128,128,128,C,vendor:auto,0.02275,0.02311,0.0345,1498.3,1.577,0.00e+00,128,32,0
native:cta,cdouble,128,128,128,C,native:cta,0.03836,0.03838,0.0037,888.4,0.935,0.00e+00,128,32,0
vendor,cdouble,128,128,256,C,vendor:auto,0.03672,0.03680,0.0072,1855.9,1.954,0.00e+00,128,64,0
native:cta,cdouble,128,128,256,C,native:cta,0.07086,0.07088,0.0024,961.8,1.012,0.00e+00,128,64,0
vendor,cdouble,128,128,512,C,vendor:auto,0.16472,0.16628,0.0295,827.6,0.871,0.00e+00,128,128,0
native:cta,cdouble,128,128,512,C,native:cta,0.15765,0.15785,0.0032,864.7,0.910,0.00e+00,128,128,0
vendor,cdouble,128,256,128,C,vendor:auto,0.03682,0.03676,0.0043,1844.1,1.941,0.00e+00,128,64,0
native:cta,cdouble,128,256,128,C,native:cta,0.07070,0.07073,0.0013,960.4,1.011,0.00e+00,128,64,0
vendor,cdouble,128,256,256,C,vendor:auto,0.15628,0.15644,0.0064,868.9,0.915,0.00e+00,128,128,0
native:cta,cdouble,128,256,256,C,native:cta,0.15758,0.15774,0.0071,861.7,0.907,0.00e+00,128,128,0
vendor,cdouble,128,256,512,C,vendor:auto,0.76091,0.76260,0.0076,356.9,0.376,0.00e+00,128,256,0
native:cta,cdouble,128,256,512,C,native:cta,0.30177,0.30216,0.0024,900.0,0.947,0.00e+00,128,256,0
vendor,cdouble,128,512,128,C,vendor:auto,0.15588,0.15602,0.0024,869.5,0.915,0.00e+00,128,128,0
native:cta,cdouble,128,512,128,C,native:cta,0.15668,0.15663,0.0018,865.0,0.911,0.00e+00,128,128,0
vendor,cdouble,128,512,256,C,vendor:auto,0.29755,0.29762,0.0017,911.0,0.959,0.00e+00,128,256,0
native:cta,cdouble,128,512,256,C,native:cta,0.30151,0.30156,0.0025,899.0,0.946,0.00e+00,128,256,0
vendor,cdouble,128,512,512,C,vendor:auto,1.62595,1.62414,0.0061,333.4,0.351,0.00e+00,128,512,0
native:cta,cdouble,128,512,512,C,native:cta,0.59031,0.59029,0.0010,918.3,0.967,0.00e+00,128,512,0
vendor,cdouble,192,128,128,C,vendor:auto,0.02931,0.02988,0.0534,1739.8,1.831,0.00e+00,192,48,0
native:cta,cdouble,192,128,128,C,native:cta,0.04650,0.04650,0.0013,1096.6,1.154,0.00e+00,192,48,0
vendor,cdouble,192,128,256,C,vendor:auto,0.12893,0.12902,0.0057,791.0,0.833,0.00e+00,192,96,0
native:cta,cdouble,192,128,256,C,native:cta,0.12074,0.12061,0.0034,844.6,0.889,0.00e+00,192,96,0
vendor,cdouble,192,128,512,C,vendor:auto,0.24565,0.24660,0.0091,830.3,0.874,0.00e+00,192,192,0
native:cta,cdouble,192,128,512,C,native:cta,0.22875,0.22880,0.0017,891.6,0.938,0.00e+00,192,192,0
vendor,cdouble,192,256,128,C,vendor:auto,0.12587,0.12578,0.0032,807.1,0.850,0.00e+00,192,96,0
native:cta,cdouble,192,256,128,C,native:cta,0.11993,0.11986,0.0039,847.0,0.892,0.00e+00,192,96,0
vendor,cdouble,192,256,256,C,vendor:auto,0.23949,0.23946,0.0029,848.3,0.893,0.00e+00,192,192,0
native:cta,cdouble,192,256,256,C,native:cta,0.22780,0.22791,0.0031,891.8,0.939,0.00e+00,192,192,0
vendor,cdouble,192,256,512,C,vendor:auto,1.22818,1.22797,0.0051,330.8,0.348,0.00e+00,192,384,0
native:cta,cdouble,192,256,512,C,native:cta,0.44401,0.44426,0.0012,915.1,0.963,0.00e+00,192,384,0
vendor,cdouble,192,512,128,C,vendor:auto,0.23806,0.23840,0.0036,851.7,0.897,0.00e+00,192,192,0
native:cta,cdouble,192,512,128,C,native:cta,0.22855,0.22875,0.0033,887.2,0.934,0.00e+00,192,192,0
vendor,cdouble,192,512,256,C,vendor:auto,0.45960,0.45912,0.0022,882.4,0.929,0.00e+00,192,384,0
native:cta,cdouble,192,512,256,C,native:cta,0.44312,0.44303,0.0013,915.2,0.963,0.00e+00,192,384,0
vendor,cdouble,192,512,512,C,vendor:auto,2.55551,2.55838,0.0054,317.4,0.334,0.00e+00,192,768,0
native:cta,cdouble,192,512,512,C,native:cta,0.87488,0.87507,0.0011,927.1,0.976,0.00e+00,192,768,0
vendor,cdouble,256,128,128,C,vendor:auto,0.03886,0.03798,0.0494,1747.4,1.839,0.00e+00,256,64,0
native:cta,cdouble,256,128,128,C,native:cta,0.05482,0.05498,0.0065,1238.6,1.304,0.00e+00,256,64,0
vendor,cdouble,256,128,256,C,vendor:auto,0.15752,0.15804,0.0107,862.1,0.907,0.00e+00,256,128,0
native:cta,cdouble,256,128,256,C,native:cta,0.15627,0.15640,0.0045,868.9,0.915,0.00e+00,256,128,0
vendor,cdouble,256,128,512,C,vendor:auto,0.31282,0.31233,0.0046,868.2,0.914,0.00e+00,256,256,0
native:cta,cdouble,256,128,512,C,native:cta,0.30120,0.30136,0.0041,901.7,0.949,0.00e+00,256,256,0
vendor,cdouble,256,256,128,C,vendor:auto,0.15751,0.15761,0.0034,858.8,0.904,0.00e+00,256,128,0
native:cta,cdouble,256,256,128,C,native:cta,0.15632,0.15626,0.0052,865.3,0.911,0.00e+00,256,128,0
vendor,cdouble,256,256,256,C,vendor:auto,0.30212,0.30210,0.0039,895.5,0.943,0.00e+00,256,256,0
native:cta,cdouble,256,256,256,C,native:cta,0.29932,0.29949,0.0032,903.8,0.951,0.00e+00,256,256,0
vendor,cdouble,256,256,512,C,vendor:auto,1.66427,1.65859,0.0101,325.1,0.342,0.00e+00,256,512,0
native:cta,cdouble,256,256,512,C,native:cta,0.58694,0.58714,0.0017,921.8,0.970,0.00e+00,256,512,0
vendor,cdouble,256,512,128,C,vendor:auto,0.30172,0.30167,0.0021,894.9,0.942,0.00e+00,256,256,0
native:cta,cdouble,256,512,128,C,native:cta,0.29920,0.29894,0.0024,902.4,0.950,0.00e+00,256,256,0
vendor,cdouble,256,512,256,C,vendor:auto,0.59062,0.59093,0.0026,914.3,0.962,0.00e+00,256,512,0
native:cta,cdouble,256,512,256,C,native:cta,0.58650,0.58637,0.0018,920.7,0.969,0.00e+00,256,512,0
vendor,cdouble,256,512,512,C,vendor:auto,3.49840,3.49926,0.0067,308.7,0.325,0.00e+00,256,1024,0
native:cta,cdouble,256,512,512,C,native:cta,1.15924,1.15916,0.0005,931.7,0.981,0.00e+00,256,1024,0
vendor,cdouble,320,128,128,C,vendor:auto,0.10902,0.10903,0.0098,777.9,0.819,0.00e+00,320,80,0
native:cta,cdouble,320,128,128,C,native:cta,0.09589,0.09613,0.0084,884.4,0.931,0.00e+00,320,80,0
vendor,cdouble,320,128,256,C,vendor:auto,0.22042,0.22013,0.0056,769.5,0.810,0.00e+00,320,160,0
native:cta,cdouble,320,128,256,C,native:cta,0.19207,0.19227,0.0060,883.0,0.930,0.00e+00,320,160,0
vendor,cdouble,320,128,512,C,vendor:auto,0.41624,0.41698,0.0041,814.9,0.858,0.00e+00,320,320,0
native:cta,cdouble,320,128,512,C,native:cta,0.37182,0.37178,0.0020,912.3,0.960,0.00e+00,320,320,0
vendor,cdouble,320,256,128,C,vendor:auto,0.21865,0.21868,0.0091,772.7,0.813,0.00e+00,320,160,0
native:cta,cdouble,320,256,128,C,native:cta,0.19186,0.19214,0.0052,880.6,0.927,0.00e+00,320,160,0
vendor,cdouble,320,256,256,C,vendor:auto,0.42109,0.42059,0.0102,802.4,0.845,0.00e+00,320,320,0
native:cta,cdouble,320,256,256,C,native:cta,0.36933,0.36978,0.0026,914.9,0.963,0.00e+00,320,320,0
vendor,cdouble,320,256,512,C,vendor:auto,2.13513,2.12823,0.0088,316.5,0.333,0.00e+00,320,640,0
native:cta,cdouble,320,256,512,C,native:cta,0.72828,0.72844,0.0019,927.9,0.977,0.00e+00,320,640,0
vendor,cdouble,320,512,128,C,vendor:auto,0.41925,0.41934,0.0091,804.4,0.847,0.00e+00,320,320,0
native:cta,cdouble,320,512,128,C,native:cta,0.36905,0.36920,0.0024,913.8,0.962,0.00e+00,320,320,0
vendor,cdouble,320,512,256,C,vendor:auto,0.81397,0.81397,0.0041,828.6,0.872,0.00e+00,320,640,0
native:cta,cdouble,320,512,256,C,native:cta,0.72700,0.72725,0.0019,927.8,0.977,0.00e+00,320,640,0
vendor,cdouble,320,512,512,C,vendor:auto,4.43547,4.43343,0.0051,304.1,0.320,0.00e+00,320,1280,0
native:cta,cdouble,320,512,512,C,native:cta,1.44136,1.44157,0.0005,935.9,0.985,0.00e+00,320,1280,0
vendor,cdouble,384,128,128,C,vendor:auto,0.12351,0.12352,0.0032,823.5,0.867,0.00e+00,384,96,0
native:cta,cdouble,384,128,128,C,native:cta,0.12177,0.12212,0.0110,835.3,0.879,0.00e+00,384,96,0
vendor,cdouble,384,128,256,C,vendor:auto,0.25685,0.25743,0.0104,792.0,0.834,0.00e+00,384,192,0
native:cta,cdouble,384,128,256,C,native:cta,0.22810,0.22842,0.0054,891.8,0.939,0.00e+00,384,192,0
vendor,cdouble,384,128,512,C,vendor:auto,0.49735,0.49704,0.0061,818.0,0.861,0.00e+00,384,384,0
native:cta,cdouble,384,128,512,C,native:cta,0.44313,0.44316,0.0022,918.1,0.966,0.00e+00,384,384,0
vendor,cdouble,384,256,128,C,vendor:auto,0.24152,0.24185,0.0048,839.0,0.883,0.00e+00,384,192,0
native:cta,cdouble,384,256,128,C,native:cta,0.22762,0.22826,0.0065,890.2,0.937,0.00e+00,384,192,0
vendor,cdouble,384,256,256,C,vendor:auto,0.45714,0.45729,0.0043,886.5,0.933,0.00e+00,384,384,0
native:cta,cdouble,384,256,256,C,native:cta,0.44107,0.44116,0.0015,918.8,0.967,0.00e+00,384,384,0
vendor,cdouble,384,256,512,C,vendor:auto,0.90017,0.90017,0.0021,900.4,0.948,0.00e+00,384,768,0
native:cta,cdouble,384,256,512,C,native:cta,0.87071,0.87042,0.0009,930.9,0.980,0.00e+00,384,768,0
vendor,cdouble,384,512,128,C,vendor:auto,0.48986,0.48971,0.0034,825.7,0.869,0.00e+00,384,384,0
native:cta,cdouble,384,512,128,C,native:cta,0.44024,0.44040,0.0018,918.8,0.967,0.00e+00,384,384,0
vendor,cdouble,384,512,256,C,vendor:auto,0.99736,1.00030,0.0051,811.1,0.854,0.00e+00,384,768,0
native:cta,cdouble,384,512,256,C,native:cta,0.86856,0.86890,0.0017,931.4,0.980,0.00e+00,384,768,0
vendor,cdouble,384,512,512,C,vendor:auto,2.01517,2.01325,0.0097,802.9,0.845,0.00e+00,384,1536,0
native:cta,cdouble,384,512,512,C,native:cta,1.72530,1.72555,0.0008,937.8,0.987,0.00e+00,384,1536,0
vendor,cdouble,448,128,128,C,vendor:auto,0.14384,0.14383,0.0046,824.7,0.868,0.00e+00,448,112,0
native:cta,cdouble,448,128,128,C,native:cta,0.13848,0.13874,0.0066,856.6,0.902,0.00e+00,448,112,0
vendor,cdouble,448,128,256,C,vendor:auto,0.29791,0.29846,0.0065,796.4,0.838,0.00e+00,448,224,0
native:cta,cdouble,448,128,256,C,native:cta,0.26424,0.26421,0.0032,897.8,0.945,0.00e+00,448,224,0
vendor,cdouble,448,128,512,C,vendor:auto,0.55897,0.55863,0.0030,848.9,0.894,0.00e+00,448,448,0
native:cta,cdouble,448,128,512,C,native:cta,0.51341,0.51377,0.0018,924.2,0.973,0.00e+00,448,448,0
vendor,cdouble,448,256,128,C,vendor:auto,0.28603,0.28541,0.0067,826.2,0.870,0.00e+00,448,224,0
native:cta,cdouble,448,256,128,C,native:cta,0.26258,0.26271,0.0026,900.0,0.947,0.00e+00,448,224,0
vendor,cdouble,448,256,256,C,vendor:auto,0.52917,0.52904,0.0021,893.2,0.940,0.00e+00,448,448,0
native:cta,cdouble,448,256,256,C,native:cta,0.51128,0.51143,0.0015,924.4,0.973,0.00e+00,448,448,0
vendor,cdouble,448,256,512,C,vendor:auto,1.04017,1.04142,0.0022,908.8,0.957,0.00e+00,448,896,0
native:cta,cdouble,448,256,512,C,native:cta,1.01078,1.01164,0.0015,935.2,0.984,0.00e+00,448,896,0
vendor,cdouble,448,512,128,C,vendor:auto,0.56032,0.56018,0.0046,841.9,0.886,0.00e+00,448,448,0
native:cta,cdouble,448,512,128,C,native:cta,0.51018,0.51064,0.0020,924.6,0.973,0.00e+00,448,448,0
vendor,cdouble,448,512,256,C,vendor:auto,1.14537,1.14351,0.0077,823.7,0.867,0.00e+00,448,896,0
native:cta,cdouble,448,512,256,C,native:cta,1.01044,1.01031,0.0016,933.7,0.983,0.00e+00,448,896,0
vendor,cdouble,448,512,512,C,vendor:auto,2.31749,2.30424,0.0119,814.2,0.857,0.00e+00,448,1792,0
native:cta,cdouble,448,512,512,C,native:cta,2.00705,2.00726,0.0004,940.1,0.990,0.00e+00,448,1792,0
vendor,cdouble,512,128,128,C,vendor:auto,0.15635,0.15633,0.0044,866.8,0.912,0.00e+00,512,128,0
native:cta,cdouble,512,128,128,C,native:cta,0.15604,0.15639,0.0061,868.6,0.914,0.00e+00,512,128,0
vendor,cdouble,512,128,256,C,vendor:auto,0.31689,0.31806,0.0090,855.4,0.900,0.00e+00,512,256,0
native:cta,cdouble,512,128,256,C,native:cta,0.29925,0.29992,0.0046,905.8,0.953,0.00e+00,512,256,0
vendor,cdouble,512,128,512,C,vendor:auto,0.62526,0.62420,0.0066,867.0,0.913,0.00e+00,512,512,0
native:cta,cdouble,512,128,512,C,native:cta,0.58563,0.58563,0.0018,925.7,0.974,0.00e+00,512,512,0
vendor,cdouble,512,256,128,C,vendor:auto,0.32460,0.32466,0.0083,831.8,0.876,0.00e+00,512,256,0
native:cta,cdouble,512,256,128,C,native:cta,0.29849,0.29828,0.0051,904.6,0.952,0.00e+00,512,256,0
vendor,cdouble,512,256,256,C,vendor:auto,0.60742,0.60767,0.0046,889.0,0.936,0.00e+00,512,512,0
native:cta,cdouble,512,256,256,C,native:cta,0.58379,0.58386,0.0022,925.0,0.974,0.00e+00,512,512,0
vendor,cdouble,512,256,512,C,vendor:auto,1.19448,1.19474,0.0021,904.2,0.952,0.00e+00,512,1024,0
native:cta,cdouble,512,256,512,C,native:cta,1.15360,1.15531,0.0030,936.2,0.986,0.00e+00,512,1024,0
vendor,cdouble,512,512,128,C,vendor:auto,0.62219,0.62128,0.0053,866.2,0.912,0.00e+00,512,512,0
native:cta,cdouble,512,512,128,C,native:cta,0.58256,0.58257,0.0021,925.2,0.974,0.00e+00,512,512,0
vendor,cdouble,512,512,256,C,vendor:auto,1.25454,1.25721,0.0096,859.2,0.904,0.00e+00,512,1024,0
native:cta,cdouble,512,512,256,C,native:cta,1.15206,1.15252,0.0012,935.7,0.985,0.00e+00,512,1024,0
vendor,cdouble,512,512,512,C,vendor:auto,2.50787,2.50308,0.0100,859.6,0.905,0.00e+00,512,2048,0
native:cta,cdouble,512,512,512,C,native:cta,2.29097,2.29146,0.0010,941.0,0.991,0.00e+00,512,2048,0
